numeric__Year,numeric__Mileage_Km,numeric__Engine_CC,numeric__Power_BHP,numeric__Previous_Owners,numeric__Accidents_Reported,numeric__Service_Score,numeric__Condition_Ordinal,nominal__Brand_Honda,nominal__Brand_Hyundai,nominal__Brand_Kia,nominal__Brand_Mahindra,nominal__Brand_Maruti,nominal__Brand_Renault,nominal__Brand_Skoda,nominal__Brand_Tata,nominal__Brand_Toyota,nominal__Brand_Volkswagen,nominal__Fuel_Type_CNG,nominal__Fuel_Type_Diesel,nominal__Fuel_Type_Electric,nominal__Fuel_Type_Petrol,nominal__Transmission_Automatic,nominal__Transmission_Manual,nominal__City_Ahmedabad,nominal__City_Bengaluru,nominal__City_Chandigarh,nominal__City_Delhi,nominal__City_Hyderabad,nominal__City_Jaipur,nominal__City_Kochi,nominal__City_Lucknow,nominal__City_Mumbai,nominal__City_Pune,nominal__Seller_Type_Certified Dealer,nominal__Seller_Type_Dealer,nominal__Seller_Type_Individual,Resale_Price_Lakh,Dataset_Split
0.37394546368068643,-0.07626898246640411,-0.42080680890956756,-0.6982206211827671,-0.7196673863344129,0.0,-0.43347630434916595,-0.31599431707886305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.38,train
0.07539223058076494,0.48129420443725923,-1.0347937071889257,-0.09535186634842213,-0.7196673863344129,0.0,0.8188822792277033,-0.31599431707886305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.83,train
0.37394546368068643,-0.8341687257034184,0.3041415770106383,1.246627169836505,0.6773340106676827,0.0,1.0693539959430771,0.7096921547508896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,train
-0.22316100251915655,-0.043146128980602584,1.8403417281272652,-0.0170129886015859,2.0743354076697784,0.0,-0.9344197377799136,1.7353786265806423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.82,test
-1.118820701818921,0.8403529155779014,0.8244276635043916,1.931240840580592,0.6773340106676827,0.0,0.5684105625123294,0.7096921547508896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.93,train
-0.521714235619078,0.24009934332115931,-0.37888802468969174,0.17372514852114465,-0.7196673863344129,0.0,0.48491999027387145,1.7353786265806423,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.83,test
-1.4173739349188423,0.6092199572766279,-0.23587099617482118,0.07154400363396747,0.6773340106676827,0.0,-0.2664951598722501,-1.3416807889086158,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,test
-0.8202674687189995,0.9647308298525046,-0.29751626708640333,1.362432467375306,-0.7196673863344129,0.0,-0.9344197377799136,-1.3416807889086158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.61,train
-1.4173739349188423,2.234915197326463,0.02303914165382379,0.13625872872917988,-0.7196673863344129,0.0,-0.8509291655414557,0.7096921547508896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,test
0.6724986967806079,-0.2905060866190817,0.9181284752899964,-0.5347307893632842,-0.7196673863344129,0.0,-1.5188537434491192,0.7096921547508896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.53,train
